probes,genes,,,,,,,,,,,,,,,,,,,
127396_at,ZNF684,,,,,,,,,,,,,,,,,,,
257101_at,ZNF683,,,,,,,,,,,,,,,,,,,
91120_at,ZNF682,,,,,,,,,,,,,,,,,,,
148213_at,ZNF681,,,,,,,,,,,,,,,,,,,
728947_at,ZNF680P1,,,,,,,,,,,,,,,,,,,
340252_at,ZNF680,,,,,,,,,,,,,,,,,,,
168417_at,ZNF679,,,,,,,,,,,,,,,,,,,
339500_at,ZNF678,,,,,,,,,,,,,,,,,,,
342926_at,ZNF677,,,,,,,,,,,,,,,,,,,
163223_at,ZNF676,,,,,,,,,,,,,,,,,,,
171392_at,ZNF675,,,,,,,,,,,,,,,,,,,
401588_at,ZNF674-AS1,,,,,,,,,,,,,,,,,,,
641339_at,ZNF674,,,,,,,,,,,,,,,,,,,
79894_at,ZNF672,,,,,,,,,,,,,,,,,,,
79891_at,ZNF671,,,,,,,,,,,,,,,,,,,
100533111_at,ZNF670-ZNF695,,,,,,,,,,,,,,,,,,,
93474_at,ZNF670,,,,,,,,,,,,,,,,,,,
79862_at,ZNF669,,,,,,,,,,,,,,,,,,,
79759_at,ZNF668,,,,,,,,,,,,,,,,,,,
100128252_at,ZNF667-AS1,,,,,,,,,,,,,,,,,,,
63934_at,ZNF667,,,,,,,,,,,,,,,,,,,
79788_at,ZNF665,,,,,,,,,,,,,,,,,,,
100533183_at,ZNF664-RFLNA,,,,,,,,,,,,,,,,,,,
144348_at,ZNF664,,,,,,,,,,,,,,,,,,,
100130934_at,ZNF663P,,,,,,,,,,,,,,,,,,,
389114_at,ZNF662,,,,,,,,,,,,,,,,,,,
285349_at,ZNF660,,,,,,,,,,,,,,,,,,,
7617_at,ZNF66,,,,,,,,,,,,,,,,,,,
401509_at,ZNF658B,,,,,,,,,,,,,,,,,,,
26149_at,ZNF658,,,,,,,,,,,,,,,,,,,
79027_at,ZNF655,,,,,,,,,,,,,,,,,,,
55279_at,ZNF654,,,,,,,,,,,,,,,,,,,
115950_at,ZNF653,,,,,,,,,,,,,,,,,,,
646592_at,ZNF652P1,,,,,,,,,,,,,,,,,,,
22834_at,ZNF652,,,,,,,,,,,,,,,,,,,
101928571_at,ZNF649-AS1,,,,,,,,,,,,,,,,,,,
65251_at,ZNF649,,,,,,,,,,,,,,,,,,,
127665_at,ZNF648,,,,,,,,,,,,,,,,,,,
9726_at,ZNF646,,,,,,,,,,,,,,,,,,,
84146_at,ZNF644,,,,,,,,,,,,,,,,,,,
121274_at,ZNF641,,,,,,,,,,,,,,,,,,,
51193_at,ZNF639,,,,,,,,,,,,,,,,,,,
27332_at,ZNF638,,,,,,,,,,,,,,,,,,,
100874120_at,ZNF630-AS1,,,,,,,,,,,,,,,,,,,
57232_at,ZNF630,,,,,,,,,,,,,,,,,,,
23361_at,ZNF629,,,,,,,,,,,,,,,,,,,
89887_at,ZNF628,,,,,,,,,,,,,,,,,,,
199692_at,ZNF627,,,,,,,,,,,,,,,,,,,
199777_at,ZNF626,,,,,,,,,,,,,,,,,,,
100529855_at,ZNF625-ZNF20,,,,,,,,,,,,,,,,,,,
90589_at,ZNF625,,,,,,,,,,,,,,,,,,,
57547_at,ZNF624,,,,,,,,,,,,,,,,,,,
9831_at,ZNF623,,,,,,,,,,,,,,,,,,,
90441_at,ZNF622,,,,,,,,,,,,,,,,,,,
285268_at,ZNF621,,,,,,,,,,,,,,,,,,,
253639_at,ZNF620,,,,,,,,,,,,,,,,,,,
285267_at,ZNF619,,,,,,,,,,,,,,,,,,,
114991_at,ZNF618,,,,,,,,,,,,,,,,,,,
90317_at,ZNF616,,,,,,,,,,,,,,,,,,,
284370_at,ZNF615,,,,,,,,,,,,,,,,,,,
80110_at,ZNF614,,,,,,,,,,,,,,,,,,,
79898_at,ZNF613,,,,,,,,,,,,,,,,,,,
81856_at,ZNF611,,,,,,,,,,,,,,,,,,,
162963_at,ZNF610,,,,,,,,,,,,,,,,,,,
23060_at,ZNF609,,,,,,,,,,,,,,,,,,,
57507_at,ZNF608,,,,,,,,,,,,,,,,,,,
84775_at,ZNF607,,,,,,,,,,,,,,,,,,,
80095_at,ZNF606,,,,,,,,,,,,,,,,,,,
100289635_at,ZNF605,,,,,,,,,,,,,,,,,,,
162966_at,ZNF600,,,,,,,,,,,,,,,,,,,
148103_at,ZNF599,,,,,,,,,,,,,,,,,,,
90850_at,ZNF598,,,,,,,,,,,,,,,,,,,
146434_at,ZNF597,,,,,,,,,,,,,,,,,,,
169270_at,ZNF596,,,,,,,,,,,,,,,,,,,
152687_at,ZNF595,,,,,,,,,,,,,,,,,,,
84622_at,ZNF594,,,,,,,,,,,,,,,,,,,
51042_at,ZNF593,,,,,,,,,,,,,,,,,,,
9640_at,ZNF592,,,,,,,,,,,,,,,,,,,
51385_at,ZNF589,,,,,,,,,,,,,,,,,,,
100293516_at,ZNF587B,,,,,,,,,,,,,,,,,,,
84914_at,ZNF587,,,,,,,,,,,,,,,,,,,
54807_at,ZNF586,,,,,,,,,,,,,,,,,,,
92285_at,ZNF585B,,,,,,,,,,,,,,,,,,,
199704_at,ZNF585A,,,,,,,,,,,,,,,,,,,
201514_at,ZNF584,,,,,,,,,,,,,,,,,,,
147949_at,ZNF583,,,,,,,,,,,,,,,,,,,
386758_at,ZNF582-AS1,,,,,,,,,,,,,,,,,,,
147948_at,ZNF582,,,,,,,,,,,,,,,,,,,
51545_at,ZNF581,,,,,,,,,,,,,,,,,,,
51157_at,ZNF580,,,,,,,,,,,,,,,,,,,
163033_at,ZNF579,,,,,,,,,,,,,,,,,,,
147660_at,ZNF578,,,,,,,,,,,,,,,,,,,
84765_at,ZNF577,,,,,,,,,,,,,,,,,,,
79177_at,ZNF576,,,,,,,,,,,,,,,,,,,
284346_at,ZNF575,,,,,,,,,,,,,,,,,,,
64763_at,ZNF574,,,,,,,,,,,,,,,,,,,
126231_at,ZNF573,,,,,,,,,,,,,,,,,,,
137209_at,ZNF572,,,,,,,,,,,,,,,,,,,
100507433_at,ZNF571-AS1,,,,,,,,,,,,,,,,,,,
51276_at,ZNF571,,,,,,,,,,,,,,,,,,,
148268_at,ZNF570,,,,,,,,,,,,,,,,,,,
126295_at,ZNF57,,,,,,,,,,,,,,,,,,,
148266_at,ZNF569,,,,,,,,,,,,,,,,,,,
374900_at,ZNF568,,,,,,,,,,,,,,,,,,,
163081_at,ZNF567,,,,,,,,,,,,,,,,,,,
84924_at,ZNF566,,,,,,,,,,,,,,,,,,,
147929_at,ZNF565,,,,,,,,,,,,,,,,,,,
163050_at,ZNF564,,,,,,,,,,,,,,,,,,,
147837_at,ZNF563,,,,,,,,,,,,,,,,,,,
54811_at,ZNF562,,,,,,,,,,,,,,,,,,,
284385_at,ZNF561-AS1,,,,,,,,,,,,,,,,,,,
93134_at,ZNF561,,,,,,,,,,,,,,,,,,,
147741_at,ZNF560,,,,,,,,,,,,,,,,,,,
7608_at,ZNF56,,,,,,,,,,,,,,,,,,,
84527_at,ZNF559,,,,,,,,,,,,,,,,,,,
148156_at,ZNF558,,,,,,,,,,,,,,,,,,,
79230_at,ZNF557,,,,,,,,,,,,,,,,,,,
80032_at,ZNF556,,,,,,,,,,,,,,,,,,,
148254_at,ZNF555,,,,,,,,,,,,,,,,,,,
115196_at,ZNF554,,,,,,,,,,,,,,,,,,,
79818_at,ZNF552,,,,,,,,,,,,,,,,,,,
90233_at,ZNF551,,,,,,,,,,,,,,,,,,,
162972_at,ZNF550,,,,,,,,,,,,,,,,,,,
256051_at,ZNF549,,,,,,,,,,,,,,,,,,,
147694_at,ZNF548,,,,,,,,,,,,,,,,,,,
284306_at,ZNF547,,,,,,,,,,,,,,,,,,,
339327_at,ZNF546,,,,,,,,,,,,,,,,,,,
27300_at,ZNF544,,,,,,,,,,,,,,,,,,,
125919_at,ZNF543,,,,,,,,,,,,,,,,,,,
147947_at,ZNF542P,,,,,,,,,,,,,,,,,,,
84215_at,ZNF541,,,,,,,,,,,,,,,,,,,
163255_at,ZNF540,,,,,,,,,,,,,,,,,,,
9745_at,ZNF536,,,,,,,,,,,,,,,,,,,
147658_at,ZNF534,,,,,,,,,,,,,,,,,,,
55205_at,ZNF532,,,,,,,,,,,,,,,,,,,
348327_at,ZNF530,,,,,,,,,,,,,,,,,,,
101927599_at,ZNF529-AS1,,,,,,,,,,,,,,,,,,,
57711_at,ZNF529,,,,,,,,,,,,,,,,,,,
102724105_at,ZNF528-AS1,,,,,,,,,,,,,,,,,,,
84436_at,ZNF528,,,,,,,,,,,,,,,,,,,
84503_at,ZNF527,,,,,,,,,,,,,,,,,,,
116115_at,ZNF526,,,,,,,,,,,,,,,,,,,
170958_at,ZNF525,,,,,,,,,,,,,,,,,,,
147807_at,ZNF524,,,,,,,,,,,,,,,,,,,
25925_at,ZNF521,,,,,,,,,,,,,,,,,,,
162655_at,ZNF519,,,,,,,,,,,,,,,,,,,
85460_at,ZNF518B,,,,,,,,,,,,,,,,,,,
9849_at,ZNF518A,,,,,,,,,,,,,,,,,,,
340385_at,ZNF517,,,,,,,,,,,,,,,,,,,
9658_at,ZNF516,,,,,,,,,,,,,,,,,,,
84874_at,ZNF514,,,,,,,,,,,,,,,,,,,
130557_at,ZNF513,,,,,,,,,,,,,,,,,,,
57473_at,ZNF512B,,,,,,,,,,,,,,,,,,,
84450_at,ZNF512,,,,,,,,,,,,,,,,,,,
118472_at,ZNF511,,,,,,,,,,,,,,,,,,,
22869_at,ZNF510,,,,,,,,,,,,,,,,,,,
22847_at,ZNF507,,,,,,,,,,,,,,,,,,,
440515_at,ZNF506,,,,,,,,,,,,,,,,,,,
100131213_at,ZNF503-AS2,,,,,,,,,,,,,,,,,,,
253264_at,ZNF503-AS1,,,,,,,,,,,,,,,,,,,
84858_at,ZNF503,,,,,,,,,,,,,,,,,,,
91392_at,ZNF502,,,,,,,,,,,,,,,,,,,
115560_at,ZNF501,,,,,,,,,,,,,,,,,,,
26048_at,ZNF500,,,,,,,,,,,,,,,,,,,
162968_at,ZNF497,,,,,,,,,,,,,,,,,,,
84838_at,ZNF496,,,,,,,,,,,,,,,,,,,
284443_at,ZNF493,,,,,,,,,,,,,,,,,,,
57615_at,ZNF492,,,,,,,,,,,,,,,,,,,
126069_at,ZNF491,,,,,,,,,,,,,,,,,,,
57474_at,ZNF490,,,,,,,,,,,,,,,,,,,
118738_at,ZNF488,,,,,,,,,,,,,,,,,,,
642819_at,ZNF487,,,,,,,,,,,,,,,,,,,
90649_at,ZNF486,,,,,,,,,,,,,,,,,,,
220992_at,ZNF485,,,,,,,,,,,,,,,,,,,
83744_at,ZNF484,,,,,,,,,,,,,,,,,,,
158399_at,ZNF483,,,,,,,,,,,,,,,,,,,
147657_at,ZNF480,,,,,,,,,,,,,,,,,,,
197407_at,ZNF48,,,,,,,,,,,,,,,,,,,
90827_at,ZNF479,,,,,,,,,,,,,,,,,,,
133923_at,ZNF474,,,,,,,,,,,,,,,,,,,
25888_at,ZNF473,,,,,,,,,,,,,,,,,,,
57573_at,ZNF471,,,,,,,,,,,,,,,,,,,
388566_at,ZNF470,,,,,,,,,,,,,,,,,,,
84627_at,ZNF469,,,,,,,,,,,,,,,,,,,
90333_at,ZNF468,,,,,,,,,,,,,,,,,,,
168544_at,ZNF467,,,,,,,,,,,,,,,,,,,
58499_at,ZNF462,,,,,,,,,,,,,,,,,,,
92283_at,ZNF461,,,,,,,,,,,,,,,,,,,
10794_at,ZNF460,,,,,,,,,,,,,,,,,,,
285676_at,ZNF454,,,,,,,,,,,,,,,,,,,
26036_at,ZNF451,,,,,,,,,,,,,,,,,,,
7596_at,ZNF45,,,,,,,,,,,,,,,,,,,
203523_at,ZNF449,,,,,,,,,,,,,,,,,,,
55663_at,ZNF446,,,,,,,,,,,,,,,,,,,
353274_at,ZNF445,,,,,,,,,,,,,,,,,,,
55311_at,ZNF444,,,,,,,,,,,,,,,,,,,
10224_at,ZNF443,,,,,,,,,,,,,,,,,,,
79973_at,ZNF442,,,,,,,,,,,,,,,,,,,
126068_at,ZNF441,,,,,,,,,,,,,,,,,,,
126070_at,ZNF440,,,,,,,,,,,,,,,,,,,
51710_at,ZNF44,,,,,,,,,,,,,,,,,,,
90594_at,ZNF439,,,,,,,,,,,,,,,,,,,
220929_at,ZNF438,,,,,,,,,,,,,,,,,,,
148898_at,ZNF436-AS1,,,,,,,,,,,,,,,,,,,
80818_at,ZNF436,,,,,,,,,,,,,,,,,,,
101928464_at,ZNF433-AS1,,,,,,,,,,,,,,,,,,,
163059_at,ZNF433,,,,,,,,,,,,,,,,,,,
9668_at,ZNF432,,,,,,,,,,,,,,,,,,,
170959_at,ZNF431,,,,,,,,,,,,,,,,,,,
80264_at,ZNF430,,,,,,,,,,,,,,,,,,,
7594_at,ZNF43,,,,,,,,,,,,,,,,,,,
353088_at,ZNF429,,,,,,,,,,,,,,,,,,,
126299_at,ZNF428,,,,,,,,,,,,,,,,,,,
101928238_at,ZNF426-DT,,,,,,,,,,,,,,,,,,,
79088_at,ZNF426,,,,,,,,,,,,,,,,,,,
155054_at,ZNF425,,,,,,,,,,,,,,,,,,,
23090_at,ZNF423,,,,,,,,,,,,,,,,,,,
147923_at,ZNF420,,,,,,,,,,,,,,,,,,,
79744_at,ZNF419,,,,,,,,,,,,,,,,,,,
